chr	start	end	ATAC
chr10	175800	176000	U
chr10	176000	176200	U
chr10	176200	176400	U
chr10	176400	176600	U
chr10	177200	177400	U
chr10	178200	178400	U
chr10	178400	178600	U
chr10	178600	178800	U
chr10	178800	179000	U
chr10	179000	179200	U
chr10	179200	179400	U
chr10	179400	179600	U
chr10	179600	179800	U
chr10	179800	180000	U
chr10	180000	180200	U
chr10	180200	180400	U
chr10	180800	181000	U
chr10	181000	181200	U
chr10	181800	182000	U
chr10	182000	182200	U
chr10	182200	182400	U
chr10	182400	182600	U
chr10	187800	188000	U
chr10	188000	188200	U
chr10	188800	189000	U
chr10	189000	189200	U
chr10	189200	189400	U
chr10	189400	189600	U
chr10	189600	189800	U
chr10	189800	190000	U
chr10	190000	190200	U
chr10	190200	190400	U
chr10	190400	190600	U
chr10	191600	191800	U
chr10	192400	192600	U
chr10	196000	196200	U
chr10	196200	196400	U
chr10	196400	196600	U
chr10	196600	196800	U
chr10	197800	198000	U
chr10	198000	198200	U
chr10	198200	198400	U
chr10	198400	198600	U
chr10	198600	198800	U
chr10	201800	202000	U
chr10	202000	202200	U
chr10	202200	202400	U
chr10	202400	202600	U
chr10	202600	202800	U
chr10	205800	206000	U
chr10	206400	206600	U
chr10	209400	209600	U
chr10	209600	209800	U
chr10	209800	210000	U
chr10	210000	210200	U
chr10	210200	210400	U
chr10	210400	210600	U
chr10	210600	210800	U
chr10	211400	211600	U
chr10	211600	211800	U
chr10	211800	212000	U
chr10	212000	212200	U
chr10	212200	212400	U
chr10	212800	213000	U
chr10	213400	213600	U
chr10	213600	213800	U
chr10	213800	214000	U
chr10	214000	214200	U
chr10	214600	214800	U
chr10	214800	215000	U
chr10	216000	216200	U
chr10	216200	216400	U
chr10	216400	216600	U
chr10	218000	218200	U
chr10	218200	218400	U
chr10	218400	218600	U
chr10	218600	218800	U
chr10	218800	219000	U
chr10	219000	219200	U
chr10	219200	219400	U
chr10	219400	219600	U
chr10	219600	219800	U
chr10	219800	220000	U
chr10	220000	220200	U
chr10	220200	220400	U
chr10	220400	220600	U
chr10	220600	220800	U
chr10	220800	221000	U
chr10	221000	221200	U
chr10	221200	221400	U
chr10	221400	221600	U
chr10	221600	221800	U
chr10	221800	222000	U
chr10	222000	222200	U
chr10	222200	222400	U
chr10	222400	222600	U
chr10	222600	222800	U
chr10	223600	223800	U
chr10	223800	224000	U
chr10	224000	224200	U
chr10	224200	224400	U
chr10	224400	224600	U
chr10	224600	224800	U
chr10	226200	226400	U
chr10	226400	226600	U
chr10	226600	226800	U
chr10	226800	227000	U
chr10	227000	227200	U
chr10	227200	227400	U
chr10	227400	227600	U
chr10	227600	227800	U
chr10	227800	228000	U
chr10	228000	228200	U
chr10	228200	228400	U
chr10	228400	228600	U
chr10	228600	228800	U
chr10	229000	229200	U
chr10	229600	229800	U
chr10	229800	230000	U
chr10	231800	232000	U
chr10	233600	233800	U
chr10	233800	234000	U
chr10	234000	234200	U
chr10	234200	234400	U
chr10	234400	234600	U
chr10	234600	234800	U
chr10	235800	236000	U
chr10	236000	236200	U
chr10	236200	236400	U
chr10	236400	236600	U
chr10	236600	236800	U
chr10	236800	237000	U
chr10	237000	237200	U
chr10	237600	237800	U
chr10	237800	238000	U
chr10	238000	238200	U
chr10	238800	239000	U
chr10	239000	239200	U
chr10	239200	239400	U
chr10	239400	239600	U
chr10	239600	239800	U
chr10	239800	240000	U
chr10	240000	240200	U
chr10	240600	240800	U
chr10	240800	241000	U
chr10	241800	242000	U
chr10	242000	242200	U
chr10	242200	242400	U
chr10	242400	242600	U
chr10	242600	242800	U
chr10	242800	243000	U
chr10	244000	244200	U
chr10	244200	244400	U
chr10	244400	244600	U
chr10	244600	244800	U
chr10	244800	245000	U
chr10	245000	245200	U
chr10	245200	245400	U
chr10	246000	246200	U
chr10	246200	246400	U
chr10	246800	247000	U
chr10	247400	247600	U
chr10	247600	247800	U
chr10	247800	248000	U
chr10	248400	248600	U
chr10	248600	248800	U
chr10	248800	249000	U
chr10	249000	249200	U
chr10	249200	249400	U
chr10	249400	249600	U
chr10	249600	249800	U
chr10	249800	250000	U
chr10	251400	251600	U
chr10	252200	252400	U
chr10	252400	252600	U
chr10	252600	252800	U
chr10	252800	253000	U
chr10	253000	253200	U
chr10	253400	253600	U
chr10	253600	253800	U
chr10	253800	254000	U
chr10	254000	254200	U
chr10	254200	254400	U
chr10	254400	254600	U
chr10	254600	254800	U
chr10	254800	255000	U
chr10	255000	255200	U
chr10	255600	255800	U
chr10	255800	256000	U
chr10	257200	257400	U
chr10	257400	257600	U
chr10	258000	258200	U
chr10	258200	258400	U
chr10	262800	263000	U
chr10	267800	268000	U
chr10	268000	268200	U
chr10	268200	268400	U
chr10	268400	268600	U
chr10	268600	268800	U
chr10	269400	269600	U
chr10	269600	269800	U
chr10	270200	270400	U
chr10	270400	270600	U
chr10	270600	270800	U
chr10	270800	271000	U
chr10	271000	271200	U
chr10	271200	271400	U
chr10	271400	271600	U
chr10	271600	271800	U
chr10	271800	272000	U
chr10	272400	272600	U
chr10	272600	272800	U
chr10	272800	273000	U
chr10	273000	273200	U
chr10	273200	273400	U
chr10	274000	274200	U
chr10	274200	274400	U
chr10	274400	274600	U
chr10	274600	274800	U
chr10	274800	275000	U
chr10	275000	275200	U
chr10	275200	275400	U
chr10	275600	275800	U
chr10	275800	276000	U
chr10	276000	276200	U
chr10	276200	276400	U
chr10	276400	276600	U
chr10	276600	276800	U
chr10	276800	277000	U
chr10	277400	277600	U
chr10	277600	277800	U
chr10	278400	278600	U
chr10	278600	278800	U
chr10	278800	279000	U
chr10	279000	279200	U
chr10	279600	279800	B
chr10	279800	280000	B
chr10	280000	280200	U
chr10	280200	280400	U
chr10	280400	280600	U
chr10	280600	280800	U
chr10	280800	281000	U
chr10	281000	281200	U
chr10	281200	281400	U
chr10	281400	281600	U
chr10	281600	281800	U
chr10	281800	282000	U
chr10	282200	282400	U
chr10	282400	282600	U
chr10	282800	283000	U
chr10	283000	283200	U
chr10	283200	283400	U
chr10	283400	283600	U
chr10	283600	283800	U
chr10	283800	284000	U
chr10	285200	285400	U
chr10	285400	285600	U
chr10	285600	285800	U
chr10	285800	286000	U
chr10	286600	286800	U
chr10	286800	287000	U
chr10	287400	287600	U
chr10	288400	288600	U
chr10	288600	288800	U
chr10	288800	289000	U
chr10	289000	289200	U
chr10	289600	289800	U
chr10	289800	290000	U
chr10	290000	290200	U
chr10	290200	290400	U
chr10	290400	290600	U
chr10	290600	290800	U
chr10	290800	291000	U
chr10	291000	291200	U
chr10	291200	291400	U
chr10	291400	291600	U
chr10	291800	292000	U
chr10	292000	292200	U
chr10	292200	292400	U
chr10	292400	292600	U
chr10	292600	292800	U
chr10	292800	293000	U
chr10	293000	293200	U
chr10	293200	293400	U
chr10	293400	293600	U
chr10	293600	293800	U
chr10	293800	294000	U
chr10	294000	294200	U
chr10	298600	298800	U
chr10	298800	299000	U
chr10	301600	301800	U
chr10	305000	305200	U
chr10	305200	305400	U
chr10	305400	305600	U
chr10	306000	306200	U
chr10	306200	306400	U
chr10	306400	306600	U
chr10	306600	306800	U
chr10	307400	307600	U
chr10	308200	308400	U
chr10	308400	308600	U
chr10	308600	308800	U
chr10	309200	309400	U
chr10	310200	310400	U
chr10	310400	310600	U
chr10	310600	310800	U
chr10	310800	311000	U
chr10	311000	311200	U
chr10	311200	311400	U
chr10	311400	311600	U
chr10	311800	312000	U
chr10	312000	312200	U
chr10	312200	312400	U
chr10	312400	312600	U
chr10	312600	312800	U
chr10	312800	313000	U
chr10	313000	313200	U
chr10	313200	313400	U
chr10	313800	314000	U
chr10	314000	314200	U
chr10	314200	314400	U
chr10	314400	314600	U
chr10	315000	315200	U
chr10	316400	316600	U
chr10	317400	317600	U
chr10	317600	317800	U
chr10	317800	318000	U
chr10	318000	318200	U
chr10	318200	318400	U
chr10	318400	318600	U
chr10	318600	318800	U
chr10	319400	319600	U
chr10	319600	319800	U
chr10	319800	320000	U
chr10	320000	320200	U
chr10	320800	321000	U
chr10	321000	321200	U
chr10	321200	321400	U
chr10	323800	324000	U
chr10	324000	324200	U
chr10	324200	324400	U
chr10	324400	324600	U
chr10	324600	324800	U
chr10	325400	325600	U
chr10	325600	325800	U
chr10	326400	326600	U
chr10	326600	326800	U
chr10	326800	327000	U
chr10	327000	327200	U
chr10	327200	327400	U
chr10	327800	328000	U
chr10	328000	328200	U
chr10	328800	329000	U
chr10	329000	329200	U
chr10	329200	329400	B
chr10	329400	329600	B
chr10	329800	330000	B
chr10	330200	330400	U
chr10	331200	331400	U
chr10	332400	332600	U
chr10	332600	332800	U
chr10	335600	335800	U
chr10	339000	339200	U
chr10	339200	339400	U
chr10	339400	339600	U
chr10	339600	339800	U
chr10	340800	341000	U
chr10	341000	341200	U
chr10	342800	343000	U
chr10	343400	343600	U
chr10	344000	344200	U
chr10	344600	344800	U
chr10	344800	345000	U
chr10	345000	345200	U
chr10	345200	345400	U
chr10	348200	348400	U
chr10	348600	348800	U
chr10	348800	349000	U
chr10	349000	349200	U
chr10	349200	349400	U
chr10	350400	350600	U
chr10	351000	351200	U
chr10	351200	351400	U
chr10	351400	351600	U
chr10	351600	351800	U
chr10	351800	352000	U
chr10	352000	352200	U
chr10	352200	352400	U
chr10	352600	352800	U
chr10	352800	353000	U
chr10	353000	353200	U
chr10	354000	354200	U
chr10	354200	354400	U
chr10	354400	354600	U
chr10	354600	354800	U
chr10	354800	355000	U
chr10	355000	355200	U
chr10	355200	355400	U
chr10	355400	355600	U
chr10	356200	356400	U
chr10	356600	356800	U
chr10	356800	357000	U
chr10	357000	357200	U
chr10	357200	357400	U
chr10	357400	357600	U
chr10	357800	358000	U
chr10	358000	358200	U
chr10	358200	358400	U
chr10	359000	359200	U
chr10	359200	359400	U
chr10	359400	359600	U
chr10	360000	360200	U
chr10	360200	360400	U
chr10	360400	360600	U
chr10	360600	360800	U
chr10	361200	361400	U
chr10	361400	361600	U
chr10	361600	361800	U
chr10	361800	362000	U
chr10	362000	362200	U
chr10	362200	362400	U
chr10	362400	362600	U
chr10	362600	362800	U
chr10	362800	363000	U
chr10	363000	363200	U
chr10	363200	363400	U
chr10	363400	363600	U
chr10	363600	363800	U
chr10	363800	364000	U
chr10	364400	364600	U
chr10	364600	364800	U
chr10	364800	365000	U
chr10	365000	365200	U
chr10	365600	365800	U
chr10	366000	366200	U
chr10	366200	366400	U
chr10	366400	366600	U
chr10	366600	366800	U
chr10	366800	367000	U
chr10	368400	368600	U
chr10	368600	368800	U
chr10	368800	369000	U
chr10	369000	369200	U
chr10	369200	369400	U
chr10	369400	369600	U
chr10	369600	369800	U
chr10	370000	370200	U
chr10	370800	371000	U
chr10	372400	372600	U
chr10	373200	373400	U
chr10	374800	375000	U
chr10	375600	375800	U
chr10	375800	376000	U
chr10	376600	376800	U
chr10	376800	377000	U
chr10	377000	377200	U
chr10	377200	377400	U
chr10	377400	377600	U
chr10	377600	377800	U
chr10	377800	378000	U
chr10	378000	378200	U
chr10	378200	378400	U
chr10	379400	379600	U
chr10	379600	379800	U
chr10	380600	380800	U
chr10	380800	381000	U
chr10	381000	381200	U
chr10	381200	381400	U
chr10	381400	381600	U
chr10	381600	381800	U
chr10	381800	382000	U
chr10	382400	382600	U
chr10	382600	382800	U
chr10	382800	383000	U
chr10	383000	383200	U
chr10	383200	383400	U
chr10	383400	383600	U
chr10	383600	383800	U
chr10	384600	384800	U
chr10	385400	385600	U
chr10	385600	385800	U
chr10	385800	386000	U
chr10	386000	386200	U
chr10	386600	386800	U
chr10	386800	387000	U
chr10	387000	387200	U
chr10	387200	387400	U
chr10	387800	388000	U
chr10	388000	388200	U
chr10	388200	388400	U
chr10	388400	388600	U
chr10	388600	388800	U
chr10	390000	390200	U
chr10	390200	390400	U
chr10	390400	390600	U
chr10	390600	390800	U
chr10	391200	391400	U
chr10	391400	391600	U
chr10	391600	391800	U
chr10	391800	392000	U
chr10	392000	392200	U
chr10	392200	392400	U
chr10	393000	393200	U
chr10	395600	395800	U
chr10	395800	396000	U
chr10	396000	396200	U
chr10	396200	396400	U
chr10	396400	396600	U
chr10	396600	396800	U
chr10	397000	397200	U
chr10	398800	399000	U
chr10	399000	399200	U
chr10	399200	399400	U
chr10	399800	400000	U
chr10	404600	404800	U
chr10	404800	405000	U
chr10	405000	405200	U
chr10	405200	405400	U
chr10	405400	405600	U
chr10	405600	405800	U
chr10	405800	406000	U
chr10	406000	406200	U
chr10	408400	408600	U
chr10	408600	408800	U
chr10	408800	409000	U
chr10	409000	409200	U
chr10	409200	409400	U
chr10	409400	409600	U
chr10	409600	409800	U
chr10	409800	410000	U
chr10	410000	410200	U
chr10	410200	410400	U
chr10	410400	410600	U
chr10	410600	410800	U
chr10	410800	411000	U
chr10	411000	411200	U
chr10	411200	411400	U
chr10	411800	412000	U
chr10	412000	412200	U
chr10	412200	412400	U
chr10	412400	412600	U
chr10	412600	412800	U
chr10	413200	413400	U
chr10	413400	413600	U
chr10	414000	414200	U
chr10	414200	414400	U
chr10	415200	415400	U
chr10	415400	415600	U
chr10	415600	415800	U
chr10	415800	416000	B
chr10	416000	416200	B
chr10	416400	416600	B
chr10	416600	416800	U
chr10	416800	417000	U
chr10	417000	417200	U
chr10	417200	417400	U
chr10	418400	418600	U
chr10	418600	418800	U
chr10	418800	419000	U
chr10	419000	419200	U
chr10	419200	419400	U
chr10	419800	420000	U
chr10	420000	420200	U
chr10	420200	420400	U
chr10	420400	420600	U
chr10	420600	420800	U
chr10	420800	421000	U
chr10	421000	421200	U
chr10	421200	421400	U
chr10	421400	421600	U
chr10	422000	422200	U
chr10	422200	422400	U
chr10	422400	422600	U
chr10	422600	422800	U
chr10	422800	423000	U
chr10	423000	423200	U
chr10	423200	423400	U
chr10	423800	424000	U
chr10	424000	424200	U
chr10	436000	436200	U
chr10	436200	436400	U
chr10	437800	438000	U
chr10	438000	438200	U
chr10	438200	438400	U
chr10	439800	440000	U
chr10	440000	440200	U
chr10	440600	440800	U
chr10	440800	441000	U
chr10	441000	441200	U
chr10	450600	450800	U
chr10	450800	451000	U
chr10	451000	451200	U
chr10	451200	451400	U
chr10	452200	452400	U
chr10	452400	452600	U
chr10	452600	452800	U
chr10	452800	453000	U
chr10	453000	453200	U
chr10	453200	453400	U
chr10	453400	453600	U
chr10	453600	453800	U
chr10	453800	454000	U
chr10	456600	456800	U
chr10	458000	458200	U
chr10	458200	458400	U
chr10	460200	460400	U
chr10	468000	468200	U
chr10	468200	468400	U
chr10	470400	470600	U
chr10	471000	471200	U
chr10	472000	472200	U
chr10	472200	472400	U
chr10	472400	472600	U
chr10	472600	472800	U
chr10	472800	473000	U
chr10	473000	473200	U
chr10	473800	474000	U
chr10	474000	474200	U
chr10	474800	475000	U
chr10	475000	475200	U
chr10	475200	475400	U
chr10	475400	475600	U
chr10	475600	475800	U
chr10	475800	476000	U
chr10	476000	476200	U
chr10	476600	476800	U
chr10	476800	477000	U
chr10	477000	477200	U
chr10	479000	479200	U
chr10	480600	480800	U
chr10	480800	481000	U
chr10	481000	481200	U
chr10	481200	481400	U
chr10	481400	481600	U
chr10	481600	481800	U
chr10	481800	482000	U
chr10	482000	482200	U
chr10	482200	482400	U
chr10	482400	482600	U
chr10	482600	482800	U
chr10	482800	483000	U
chr10	483000	483200	U
chr10	483200	483400	U
chr10	483400	483600	U
chr10	484200	484400	U
chr10	484400	484600	U
chr10	484600	484800	U
chr10	484800	485000	U
chr10	485000	485200	U
chr10	485200	485400	U
chr10	485400	485600	U
chr10	485600	485800	U
chr10	485800	486000	U
chr10	486000	486200	U
chr10	486200	486400	U
chr10	486400	486600	U
chr10	486600	486800	U
chr10	486800	487000	U
chr10	487000	487200	U
chr10	487200	487400	U
chr10	488000	488200	U
chr10	488200	488400	U
chr10	488600	488800	U
chr10	488800	489000	U
chr10	489000	489200	U
chr10	490400	490600	U
chr10	490600	490800	U
chr10	490800	491000	U
chr10	491000	491200	U
chr10	491200	491400	U
chr10	491400	491600	U
chr10	491600	491800	U
chr10	492800	493000	U
chr10	493000	493200	U
chr10	493200	493400	U
chr10	493400	493600	U
chr10	493600	493800	U
chr10	493800	494000	U
chr10	494000	494200	U
chr10	494200	494400	U
chr10	497400	497600	U
chr10	497600	497800	U
chr10	498200	498400	U
chr10	498400	498600	U
chr10	498600	498800	U
chr10	498800	499000	U
chr10	499000	499200	U
chr10	499800	500000	U
chr10	500000	500200	U
chr10	500200	500400	U
chr10	500400	500600	U
chr10	500600	500800	U
chr10	500800	501000	U
chr10	501000	501200	U
chr10	501200	501400	U
chr10	501400	501600	U
chr10	503600	503800	U
chr10	503800	504000	U
chr10	504000	504200	U
chr10	504200	504400	U
chr10	505000	505200	U
chr10	505200	505400	U
chr10	506000	506200	U
chr10	506200	506400	U
chr10	506400	506600	U
chr10	506600	506800	U
chr10	507600	507800	U
chr10	507800	508000	U
chr10	508000	508200	U
chr10	508200	508400	U
chr10	508400	508600	U
chr10	508800	509000	U
chr10	509000	509200	U
chr10	510400	510600	U
chr10	510600	510800	B
chr10	510800	511000	B
chr10	511000	511200	B
chr10	511200	511400	B
chr10	511400	511600	U
chr10	511600	511800	U
chr10	511800	512000	U
chr10	512000	512200	U
chr10	513000	513200	U
chr10	513200	513400	U
chr10	513600	513800	U
chr10	513800	514000	U
chr10	514000	514200	U
chr10	514200	514400	U
chr10	514400	514600	U
chr10	514600	514800	U
chr10	514800	515000	U
chr10	515000	515200	U
chr10	515200	515400	U
chr10	515800	516000	U
chr10	516000	516200	U
chr10	517000	517200	U
chr10	517400	517600	U
chr10	517600	517800	U
chr10	517800	518000	U
chr10	518000	518200	U
chr10	518200	518400	U
chr10	518800	519000	U
chr10	519000	519200	U
chr10	519200	519400	U
chr10	519400	519600	U
chr10	519600	519800	U
chr10	519800	520000	U
chr10	520000	520200	U
chr10	520200	520400	U
chr10	520400	520600	U
chr10	520600	520800	U
chr10	520800	521000	U
chr10	521000	521200	U
chr10	521200	521400	U
chr10	524000	524200	U
chr10	524200	524400	U
chr10	524600	524800	U
chr10	525000	525200	U
chr10	525200	525400	U
chr10	525400	525600	U
chr10	525600	525800	U
chr10	526000	526200	U
chr10	526200	526400	U
chr10	526600	526800	U
chr10	526800	527000	B
chr10	527000	527200	B
chr10	527200	527400	B
chr10	527400	527600	U
chr10	527600	527800	U
chr10	527800	528000	U
chr10	528600	528800	U
chr10	528800	529000	U
chr10	529000	529200	U
chr10	529200	529400	U
chr10	529400	529600	U
chr10	530000	530200	U
chr10	530200	530400	U
chr10	531400	531600	U
chr10	531600	531800	U
chr10	531800	532000	U
chr10	532000	532200	U
chr10	532200	532400	U
chr10	533200	533400	U
chr10	534000	534200	U
chr10	535000	535200	U
chr10	535200	535400	U
chr10	535400	535600	U
chr10	535600	535800	U
chr10	536800	537000	U
chr10	537400	537600	U
chr10	538600	538800	U
chr10	539600	539800	U
chr10	539800	540000	U
chr10	540000	540200	U
chr10	540200	540400	U
chr10	542000	542200	U
chr10	542200	542400	U
chr10	543200	543400	U
chr10	543400	543600	U
chr10	547800	548000	U
chr10	548000	548200	U
chr10	548200	548400	U
chr10	548600	548800	U
chr10	549000	549200	U
chr10	549400	549600	U
chr10	549600	549800	U
chr10	550600	550800	U
chr10	551200	551400	U
chr10	551400	551600	U
chr10	551600	551800	U
chr10	551800	552000	U
chr10	552000	552200	U
chr10	552200	552400	U
chr10	553000	553200	U
chr10	553200	553400	U
chr10	553400	553600	U
chr10	554400	554600	U
chr10	554600	554800	U
chr10	554800	555000	U
chr10	555000	555200	U
chr10	555200	555400	U
chr10	555400	555600	U
chr10	555600	555800	U
chr10	555800	556000	U
chr10	556400	556600	U
chr10	556600	556800	U
chr10	556800	557000	U
chr10	558000	558200	U
chr10	558400	558600	U
chr10	558600	558800	U
chr10	559000	559200	U
chr10	559400	559600	U
chr10	559600	559800	U
chr10	560200	560400	U
chr10	560400	560600	U
chr10	561400	561600	U
chr10	561600	561800	U
chr10	561800	562000	U
chr10	562200	562400	U
chr10	562800	563000	U
chr10	563000	563200	U
chr10	563200	563400	U
chr10	564800	565000	U
chr10	565000	565200	U
chr10	565400	565600	U
chr10	565600	565800	U
chr10	565800	566000	U
chr10	566400	566600	U
chr10	566600	566800	U
chr10	566800	567000	U
chr10	568000	568200	U
chr10	568200	568400	U
chr10	568800	569000	U
chr10	569400	569600	U
chr10	569600	569800	U
chr10	569800	570000	U
chr10	570000	570200	U
chr10	570400	570600	U
chr10	570600	570800	U
chr10	570800	571000	U
chr10	571000	571200	U
chr10	571200	571400	U
chr10	571400	571600	U
chr10	572600	572800	U
chr10	572800	573000	U
chr10	573000	573200	U
chr10	573200	573400	U
chr10	573800	574000	U
chr10	574000	574200	U
chr10	574200	574400	U
chr10	574400	574600	U
chr10	574600	574800	U
chr10	574800	575000	U
chr10	575000	575200	U
chr10	575200	575400	U
chr10	575400	575600	U
chr10	575600	575800	U
chr10	575800	576000	U
chr10	576000	576200	U
chr10	576200	576400	U
chr10	576400	576600	U
chr10	577000	577200	U
chr10	577200	577400	U
chr10	577400	577600	U
chr10	578000	578200	U
chr10	578200	578400	U
chr10	578400	578600	U
chr10	580800	581000	U
chr10	581000	581200	U
chr10	581200	581400	U
chr10	581400	581600	U
chr10	581600	581800	U
chr10	582800	583000	U
chr10	583000	583200	U
chr10	583200	583400	U
chr10	583400	583600	U
chr10	583600	583800	U
chr10	583800	584000	U
chr10	584000	584200	U
chr10	585200	585400	U
chr10	585400	585600	U
chr10	585800	586000	U
chr10	586000	586200	U
chr10	586200	586400	U
chr10	586400	586600	U
chr10	586600	586800	U
chr10	588400	588600	U
chr10	588600	588800	U
chr10	589800	590000	U
chr10	590000	590200	U
chr10	590200	590400	U
chr10	590400	590600	U
chr10	590600	590800	U
chr10	590800	591000	U
chr10	591600	591800	U
chr10	591800	592000	U
chr10	592000	592200	U
chr10	592200	592400	U
chr10	592600	592800	U
chr10	592800	593000	U
chr10	593200	593400	U
chr10	593400	593600	U
chr10	594000	594200	U
chr10	594800	595000	U
chr10	595000	595200	U
chr10	596000	596200	U
chr10	596600	596800	U
chr10	597600	597800	U
chr10	597800	598000	U
chr10	598000	598200	U
chr10	598200	598400	U
chr10	598600	598800	U
chr10	598800	599000	U
chr10	599000	599200	U
chr10	599200	599400	U
chr10	599400	599600	U
chr10	599600	599800	U
chr10	599800	600000	U
chr10	600000	600200	U
chr10	600200	600400	U
chr10	600800	601000	U
chr10	601000	601200	U
chr10	601200	601400	U
chr10	601400	601600	U
chr10	602800	603000	U
chr10	603400	603600	U
chr10	604400	604600	U
chr10	604600	604800	U
chr10	604800	605000	U
chr10	605000	605200	U
