chr	start	end	ATAC
chr3	209800	210000	U
chr3	210000	210200	U
chr3	210600	210800	U
chr3	210800	211000	U
chr3	211000	211200	U
chr3	211200	211400	U
chr3	211400	211600	U
chr3	211600	211800	U
chr3	211800	212000	U
chr3	212000	212200	U
chr3	212200	212400	U
chr3	212400	212600	U
chr3	212600	212800	U
chr3	213400	213600	U
chr3	213800	214000	U
chr3	214000	214200	U
chr3	214200	214400	U
chr3	214400	214600	U
chr3	214600	214800	U
chr3	215800	216000	U
chr3	216000	216200	U
chr3	216200	216400	U
chr3	216400	216600	U
chr3	216600	216800	U
chr3	216800	217000	U
chr3	217000	217200	U
chr3	218000	218200	U
chr3	218200	218400	U
chr3	218400	218600	U
chr3	221400	221600	U
chr3	221600	221800	U
chr3	221800	222000	U
chr3	223200	223400	U
chr3	225400	225600	U
chr3	226800	227000	U
chr3	227000	227200	U
chr3	227200	227400	U
chr3	227400	227600	U
chr3	227600	227800	U
chr3	228200	228400	U
chr3	228600	228800	U
chr3	228800	229000	U
chr3	229000	229200	U
chr3	229200	229400	U
chr3	229400	229600	U
chr3	229600	229800	U
chr3	229800	230000	U
chr3	230000	230200	U
chr3	230200	230400	U
chr3	231200	231400	U
chr3	232000	232200	U
chr3	232200	232400	U
chr3	232400	232600	U
chr3	233200	233400	U
chr3	234400	234600	U
chr3	235600	235800	U
chr3	235800	236000	U
chr3	237600	237800	U
chr3	237800	238000	U
chr3	238000	238200	U
chr3	238200	238400	U
chr3	238400	238600	U
chr3	239000	239200	U
chr3	241800	242000	U
chr3	243000	243200	U
chr3	243200	243400	U
chr3	243400	243600	U
chr3	243600	243800	U
chr3	243800	244000	U
chr3	244000	244200	U
chr3	244200	244400	U
chr3	244400	244600	U
chr3	244600	244800	U
chr3	244800	245000	U
chr3	245000	245200	U
chr3	245600	245800	U
chr3	245800	246000	U
chr3	246000	246200	U
chr3	246200	246400	U
chr3	246400	246600	U
chr3	246600	246800	U
chr3	246800	247000	U
chr3	247000	247200	U
chr3	247200	247400	U
chr3	247600	247800	U
chr3	247800	248000	U
chr3	248000	248200	U
chr3	248200	248400	U
chr3	248800	249000	U
chr3	249000	249200	U
chr3	249600	249800	U
chr3	251800	252000	U
chr3	252000	252200	U
chr3	253400	253600	U
chr3	255000	255200	U
chr3	255200	255400	U
chr3	255600	255800	U
chr3	255800	256000	U
chr3	257800	258000	U
chr3	258000	258200	U
chr3	258200	258400	U
chr3	260400	260600	U
chr3	261000	261200	U
chr3	263000	263200	U
chr3	263200	263400	U
chr3	263400	263600	U
chr3	263600	263800	U
chr3	263800	264000	U
chr3	264000	264200	U
chr3	264200	264400	U
chr3	264600	264800	U
chr3	264800	265000	U
chr3	265400	265600	U
chr3	265600	265800	U
chr3	265800	266000	U
chr3	266000	266200	U
chr3	266600	266800	U
chr3	266800	267000	U
chr3	267000	267200	U
chr3	267200	267400	U
chr3	267400	267600	U
chr3	267600	267800	U
chr3	267800	268000	U
chr3	268000	268200	U
chr3	269000	269200	U
chr3	270000	270200	U
chr3	270200	270400	U
chr3	271600	271800	U
chr3	271800	272000	U
chr3	272000	272200	U
chr3	272200	272400	U
chr3	272400	272600	U
chr3	273200	273400	U
chr3	273400	273600	U
chr3	273600	273800	U
chr3	274200	274400	U
chr3	274400	274600	U
chr3	274600	274800	U
chr3	274800	275000	U
chr3	275400	275600	U
chr3	275600	275800	U
chr3	276000	276200	U
chr3	276200	276400	U
chr3	277200	277400	U
chr3	277400	277600	U
chr3	277600	277800	U
chr3	278000	278200	U
chr3	278200	278400	U
chr3	278400	278600	U
chr3	278600	278800	U
chr3	278800	279000	U
chr3	279000	279200	U
chr3	279400	279600	U
chr3	279600	279800	U
chr3	279800	280000	U
chr3	280000	280200	U
chr3	280200	280400	U
chr3	280600	280800	U
chr3	282800	283000	U
chr3	283000	283200	U
chr3	283200	283400	U
chr3	284400	284600	U
chr3	284600	284800	U
chr3	284800	285000	U
chr3	285000	285200	U
chr3	285200	285400	U
chr3	285800	286000	U
chr3	287400	287600	U
chr3	288800	289000	U
chr3	289000	289200	U
chr3	291000	291200	U
chr3	291200	291400	U
chr3	291600	291800	U
chr3	291800	292000	U
chr3	292000	292200	U
chr3	292200	292400	U
chr3	293000	293200	U
chr3	293600	293800	U
chr3	294400	294600	U
chr3	294600	294800	U
chr3	295200	295400	U
chr3	295400	295600	U
chr3	295600	295800	U
chr3	295800	296000	U
chr3	296400	296600	U
chr3	296600	296800	U
chr3	296800	297000	U
chr3	297400	297600	U
chr3	297800	298000	U
chr3	300000	300200	U
chr3	300200	300400	U
chr3	301200	301400	U
chr3	301400	301600	U
chr3	305000	305200	U
chr3	305200	305400	U
chr3	305400	305600	U
chr3	305600	305800	U
chr3	305800	306000	U
chr3	306000	306200	U
chr3	306200	306400	U
chr3	306400	306600	U
chr3	306600	306800	U
chr3	308000	308200	U
chr3	308800	309000	U
chr3	309000	309200	U
chr3	312000	312200	U
chr3	312200	312400	U
chr3	312400	312600	U
chr3	312600	312800	U
chr3	312800	313000	U
chr3	313000	313200	U
chr3	313200	313400	U
chr3	313400	313600	U
chr3	313600	313800	U
chr3	313800	314000	U
chr3	315400	315600	U
chr3	316800	317000	U
chr3	317000	317200	U
chr3	317200	317400	U
chr3	317400	317600	U
chr3	318000	318200	U
chr3	318200	318400	U
chr3	318400	318600	U
chr3	318600	318800	U
chr3	319800	320000	U
chr3	320000	320200	U
chr3	320200	320400	U
chr3	320800	321000	U
chr3	321400	321600	U
chr3	321600	321800	U
chr3	321800	322000	U
chr3	322000	322200	U
chr3	324400	324600	U
chr3	325000	325200	U
chr3	325600	325800	U
chr3	325800	326000	U
chr3	326000	326200	U
chr3	326200	326400	U
chr3	326400	326600	U
chr3	326600	326800	U
chr3	326800	327000	U
chr3	327800	328000	U
chr3	328000	328200	U
chr3	328200	328400	U
chr3	329000	329200	U
chr3	332600	332800	U
chr3	332800	333000	U
chr3	333200	333400	U
chr3	334800	335000	U
chr3	335000	335200	U
chr3	335200	335400	U
chr3	335400	335600	U
chr3	335600	335800	U
chr3	336200	336400	U
chr3	336400	336600	U
chr3	336600	336800	U
chr3	336800	337000	U
chr3	338200	338400	U
chr3	338400	338600	U
chr3	338600	338800	U
chr3	338800	339000	U
chr3	339000	339200	U
chr3	339200	339400	U
chr3	339400	339600	U
chr3	339600	339800	U
chr3	340200	340400	U
chr3	340400	340600	U
chr3	340600	340800	U
chr3	340800	341000	U
chr3	341000	341200	U
chr3	341200	341400	U
chr3	341400	341600	U
chr3	342000	342200	U
chr3	342200	342400	U
chr3	342400	342600	U
chr3	342600	342800	U
chr3	342800	343000	U
chr3	343000	343200	U
chr3	343600	343800	U
chr3	343800	344000	U
chr3	344000	344200	U
chr3	344600	344800	U
chr3	345200	345400	U
chr3	346200	346400	U
chr3	346400	346600	U
chr3	346600	346800	U
chr3	346800	347000	U
chr3	347000	347200	U
chr3	347200	347400	U
chr3	347400	347600	U
chr3	347600	347800	U
chr3	347800	348000	U
chr3	348400	348600	U
chr3	348600	348800	U
chr3	348800	349000	U
chr3	349000	349200	U
chr3	349200	349400	U
chr3	349400	349600	U
chr3	349600	349800	U
chr3	350200	350400	U
chr3	350400	350600	U
chr3	350600	350800	U
chr3	350800	351000	U
chr3	351000	351200	U
chr3	351200	351400	U
chr3	351400	351600	U
chr3	351600	351800	U
chr3	351800	352000	U
chr3	352000	352200	U
chr3	352200	352400	U
chr3	352400	352600	U
chr3	352600	352800	U
chr3	352800	353000	U
chr3	353200	353400	U
chr3	353400	353600	U
chr3	353600	353800	U
chr3	353800	354000	U
chr3	354000	354200	U
chr3	354200	354400	U
chr3	354600	354800	U
chr3	354800	355000	U
chr3	357200	357400	U
chr3	357600	357800	U
chr3	359800	360000	U
chr3	360000	360200	U
chr3	360200	360400	U
chr3	361600	361800	U
chr3	361800	362000	U
chr3	362000	362200	U
chr3	362200	362400	U
chr3	362600	362800	U
chr3	363000	363200	U
chr3	363200	363400	U
chr3	363400	363600	U
chr3	363600	363800	U
chr3	363800	364000	U
chr3	364000	364200	U
chr3	364200	364400	U
chr3	364400	364600	U
chr3	365600	365800	U
chr3	365800	366000	U
chr3	366800	367000	U
chr3	367000	367200	U
chr3	374800	375000	U
chr3	375000	375200	U
chr3	375200	375400	U
chr3	375400	375600	U
chr3	376600	376800	U
chr3	376800	377000	U
chr3	377000	377200	U
chr3	377600	377800	U
chr3	377800	378000	U
chr3	378000	378200	U
chr3	378200	378400	U
chr3	378800	379000	U
chr3	379000	379200	U
chr3	379200	379400	U
chr3	379400	379600	U
chr3	379600	379800	U
chr3	379800	380000	U
chr3	380000	380200	U
chr3	380200	380400	U
chr3	380400	380600	U
chr3	380600	380800	U
chr3	382200	382400	U
chr3	382400	382600	U
chr3	382600	382800	U
chr3	382800	383000	U
chr3	383000	383200	U
chr3	383200	383400	U
chr3	383600	383800	U
chr3	383800	384000	U
chr3	384000	384200	U
chr3	384600	384800	U
chr3	384800	385000	U
chr3	385000	385200	U
chr3	386000	386200	U
chr3	386400	386600	U
chr3	387600	387800	U
chr3	387800	388000	U
chr3	388000	388200	U
chr3	388600	388800	U
chr3	388800	389000	U
chr3	389000	389200	U
chr3	389200	389400	U
chr3	389800	390000	U
chr3	390000	390200	U
chr3	390400	390600	U
chr3	390600	390800	U
chr3	390800	391000	U
chr3	391000	391200	U
chr3	391600	391800	U
chr3	392200	392400	U
chr3	392400	392600	U
chr3	392600	392800	U
chr3	393400	393600	U
chr3	394600	394800	U
chr3	394800	395000	U
chr3	395200	395400	U
chr3	395400	395600	U
chr3	395800	396000	U
chr3	396000	396200	U
chr3	396200	396400	U
chr3	396400	396600	U
chr3	396600	396800	U
chr3	396800	397000	U
chr3	397000	397200	U
chr3	397200	397400	U
chr3	397400	397600	U
chr3	397600	397800	U
chr3	397800	398000	U
chr3	398000	398200	U
chr3	398200	398400	U
chr3	398400	398600	U
chr3	398800	399000	U
chr3	399000	399200	U
chr3	399800	400000	U
chr3	400000	400200	U
chr3	400200	400400	U
chr3	400400	400600	U
chr3	401400	401600	U
chr3	401600	401800	U
chr3	401800	402000	U
chr3	402000	402200	U
chr3	402200	402400	U
chr3	402400	402600	U
chr3	404400	404600	U
chr3	404600	404800	U
chr3	405200	405400	U
chr3	405400	405600	U
chr3	405600	405800	U
chr3	405800	406000	U
chr3	406000	406200	U
chr3	406600	406800	U
chr3	406800	407000	U
chr3	407000	407200	U
chr3	407200	407400	U
chr3	407400	407600	U
chr3	407600	407800	U
chr3	407800	408000	U
chr3	408000	408200	U
chr3	408600	408800	U
chr3	408800	409000	U
chr3	409000	409200	U
chr3	409200	409400	U
chr3	410200	410400	U
chr3	410400	410600	U
chr3	410600	410800	U
chr3	410800	411000	U
chr3	413800	414000	U
chr3	414400	414600	U
chr3	415200	415400	U
chr3	415400	415600	U
chr3	415600	415800	U
chr3	415800	416000	U
chr3	416000	416200	U
chr3	416200	416400	U
chr3	416400	416600	U
chr3	416600	416800	U
chr3	417000	417200	U
chr3	417200	417400	U
chr3	417400	417600	U
chr3	417600	417800	U
chr3	418400	418600	U
chr3	419000	419200	U
chr3	419200	419400	U
chr3	419400	419600	U
chr3	419600	419800	U
chr3	419800	420000	U
chr3	420000	420200	U
chr3	420800	421000	U
chr3	421000	421200	U
chr3	421800	422000	U
chr3	422400	422600	U
chr3	422600	422800	U
chr3	425000	425200	U
chr3	425200	425400	U
chr3	425600	425800	U
chr3	426400	426600	U
chr3	427000	427200	U
chr3	427200	427400	U
chr3	427400	427600	U
chr3	427600	427800	U
chr3	427800	428000	U
chr3	428000	428200	U
chr3	428200	428400	U
chr3	428400	428600	U
chr3	428600	428800	U
chr3	428800	429000	U
chr3	430000	430200	U
chr3	430200	430400	U
chr3	430400	430600	U
chr3	432000	432200	U
chr3	432200	432400	U
chr3	432400	432600	U
chr3	432600	432800	U
chr3	432800	433000	U
chr3	433000	433200	U
chr3	435800	436000	U
chr3	436000	436200	U
chr3	436200	436400	U
chr3	436400	436600	U
chr3	436600	436800	U
chr3	436800	437000	U
chr3	437000	437200	U
chr3	437200	437400	U
chr3	438200	438400	U
chr3	438400	438600	U
chr3	438600	438800	U
chr3	447000	447200	U
chr3	447200	447400	U
chr3	447800	448000	U
chr3	448000	448200	U
chr3	448200	448400	U
chr3	448400	448600	U
chr3	448600	448800	U
chr3	448800	449000	U
chr3	450000	450200	U
chr3	450200	450400	U
chr3	450800	451000	U
chr3	451000	451200	U
chr3	451200	451400	U
chr3	451400	451600	U
chr3	452200	452400	U
chr3	452400	452600	U
chr3	453600	453800	U
chr3	455000	455200	U
chr3	455200	455400	U
chr3	455800	456000	U
chr3	456200	456400	U
chr3	456400	456600	U
chr3	456600	456800	U
chr3	456800	457000	U
chr3	457200	457400	U
chr3	458000	458200	U
chr3	458200	458400	U
chr3	458400	458600	U
chr3	458600	458800	U
chr3	458800	459000	U
chr3	459000	459200	U
chr3	459200	459400	U
chr3	459400	459600	U
chr3	459600	459800	U
chr3	459800	460000	U
chr3	460000	460200	U
chr3	461800	462000	U
chr3	462000	462200	U
chr3	462200	462400	U
chr3	462400	462600	U
chr3	465000	465200	U
chr3	465200	465400	U
chr3	465400	465600	U
chr3	465600	465800	U
chr3	465800	466000	U
chr3	466000	466200	U
chr3	466200	466400	U
chr3	466400	466600	U
chr3	466600	466800	U
chr3	466800	467000	U
chr3	467000	467200	U
chr3	468400	468600	U
chr3	468600	468800	U
chr3	469200	469400	U
chr3	469400	469600	U
chr3	469600	469800	U
chr3	474000	474200	U
chr3	475000	475200	U
chr3	476000	476200	U
chr3	476200	476400	U
chr3	476600	476800	U
chr3	480200	480400	U
chr3	480800	481000	U
chr3	481000	481200	U
chr3	481200	481400	U
chr3	481400	481600	U
chr3	481600	481800	U
chr3	481800	482000	U
chr3	484400	484600	U
chr3	485000	485200	U
chr3	485200	485400	U
chr3	485400	485600	U
chr3	486200	486400	U
chr3	489200	489400	U
chr3	490400	490600	U
chr3	490600	490800	U
chr3	490800	491000	U
chr3	491400	491600	U
chr3	492000	492200	U
chr3	492200	492400	U
chr3	492400	492600	U
chr3	492600	492800	U
chr3	492800	493000	U
chr3	493600	493800	U
chr3	493800	494000	U
chr3	494000	494200	U
chr3	494200	494400	U
chr3	494400	494600	U
chr3	497200	497400	U
chr3	499200	499400	U
chr3	499400	499600	U
chr3	499600	499800	U
chr3	499800	500000	U
chr3	500000	500200	U
chr3	500200	500400	U
chr3	500400	500600	U
chr3	500600	500800	U
chr3	500800	501000	U
chr3	501000	501200	U
chr3	501600	501800	U
chr3	501800	502000	U
chr3	504000	504200	U
chr3	504200	504400	U
chr3	504400	504600	U
chr3	504600	504800	U
chr3	504800	505000	U
chr3	510800	511000	U
chr3	511000	511200	U
chr3	511600	511800	U
chr3	511800	512000	U
chr3	512000	512200	U
chr3	512200	512400	U
chr3	513000	513200	U
chr3	513200	513400	U
chr3	513400	513600	U
chr3	513600	513800	U
chr3	513800	514000	U
chr3	514200	514400	U
chr3	514400	514600	U
chr3	515200	515400	U
chr3	516200	516400	U
chr3	516400	516600	U
chr3	516600	516800	U
chr3	519200	519400	U
chr3	520400	520600	U
chr3	520800	521000	U
chr3	521000	521200	U
chr3	521200	521400	U
chr3	521400	521600	U
chr3	521600	521800	U
chr3	521800	522000	U
chr3	522000	522200	U
chr3	522200	522400	U
chr3	522400	522600	U
chr3	522600	522800	U
chr3	522800	523000	U
chr3	523000	523200	U
chr3	523600	523800	U
chr3	523800	524000	U
chr3	524000	524200	U
chr3	524200	524400	U
chr3	525400	525600	U
chr3	526000	526200	U
chr3	526200	526400	U
chr3	526400	526600	U
chr3	526600	526800	U
chr3	526800	527000	U
chr3	534200	534400	U
chr3	534400	534600	U
chr3	534600	534800	U
chr3	534800	535000	U
chr3	536600	536800	U
chr3	537600	537800	U
chr3	537800	538000	U
chr3	538000	538200	U
chr3	538200	538400	U
chr3	538400	538600	U
chr3	538600	538800	U
chr3	538800	539000	U
chr3	539000	539200	U
chr3	539200	539400	U
chr3	539400	539600	U
chr3	539600	539800	U
chr3	539800	540000	U
chr3	540000	540200	U
chr3	540200	540400	U
chr3	540400	540600	U
chr3	540600	540800	U
chr3	542000	542200	U
chr3	542200	542400	U
chr3	542400	542600	U
chr3	542600	542800	U
chr3	542800	543000	U
chr3	543000	543200	U
chr3	544000	544200	U
chr3	544200	544400	U
chr3	544400	544600	U
chr3	544600	544800	U
chr3	544800	545000	U
chr3	545000	545200	U
chr3	545200	545400	U
chr3	545400	545600	U
chr3	547200	547400	U
chr3	547400	547600	U
chr3	547600	547800	U
chr3	550400	550600	U
chr3	550600	550800	U
chr3	550800	551000	U
chr3	551000	551200	U
chr3	552600	552800	U
chr3	552800	553000	U
chr3	553000	553200	U
chr3	554200	554400	U
chr3	554800	555000	U
chr3	556600	556800	U
chr3	556800	557000	U
chr3	557200	557400	U
chr3	557400	557600	U
chr3	557600	557800	U
chr3	557800	558000	U
chr3	558000	558200	U
chr3	558200	558400	U
chr3	559000	559200	U
chr3	559800	560000	U
chr3	560000	560200	U
chr3	560600	560800	U
chr3	560800	561000	U
chr3	562200	562400	U
chr3	562800	563000	U
chr3	563000	563200	U
chr3	563200	563400	U
chr3	563400	563600	U
chr3	563600	563800	U
chr3	563800	564000	U
chr3	564800	565000	U
chr3	565000	565200	U
chr3	565400	565600	U
chr3	565600	565800	U
chr3	565800	566000	U
chr3	566000	566200	U
chr3	566200	566400	U
chr3	566800	567000	U
chr3	567000	567200	U
chr3	567200	567400	U
chr3	567400	567600	U
chr3	567600	567800	U
chr3	567800	568000	U
chr3	568800	569000	U
chr3	569000	569200	U
chr3	569200	569400	U
chr3	569800	570000	U
chr3	570000	570200	U
chr3	571200	571400	U
chr3	571400	571600	U
chr3	571600	571800	U
chr3	571800	572000	U
chr3	572400	572600	U
chr3	572600	572800	U
chr3	572800	573000	U
chr3	573000	573200	U
chr3	573200	573400	U
chr3	573400	573600	U
chr3	573600	573800	U
chr3	573800	574000	U
chr3	574000	574200	U
chr3	574200	574400	U
chr3	574400	574600	U
chr3	577200	577400	U
chr3	577400	577600	U
chr3	577600	577800	U
chr3	577800	578000	U
chr3	578000	578200	U
chr3	578200	578400	U
chr3	578400	578600	U
chr3	578800	579000	U
chr3	579000	579200	U
chr3	579200	579400	U
chr3	579600	579800	U
chr3	582600	582800	U
chr3	582800	583000	U
chr3	583000	583200	U
chr3	583400	583600	U
chr3	583600	583800	U
chr3	583800	584000	U
chr3	584000	584200	U
chr3	584600	584800	U
chr3	584800	585000	U
chr3	585600	585800	U
chr3	585800	586000	U
chr3	586600	586800	U
chr3	586800	587000	U
chr3	587000	587200	U
chr3	587200	587400	U
chr3	589400	589600	U
chr3	589600	589800	U
chr3	589800	590000	U
chr3	591000	591200	U
chr3	591200	591400	U
chr3	591400	591600	U
chr3	591600	591800	U
chr3	591800	592000	U
